64 64
5
7
9
10 40
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1;2;2;3;4;4;4;3;2;2;1;0;1;2;2;2;2;2;1;0;1;2;3;4;5;6;6;7;7;8;8;8;8;7;7;6;6;5;4;3;3;2;1;0;1;1;2;2;2;2;2;1;0;0;1;2;3;4;4;5;5;6;0
0;0;1;2;3;3;3;3;3;2;1;0;1;1;2;2;2;2;2;1;0;0;2;3;4;4;5;6;7;7;8;8;8;8;7;7;6;6;5;4;3;2;1;1;0;1;2;2;2;2;2;2;1;1;0;1;2;3;4;5;5;6;6;0
0;0;1;2;2;3;3;3;2;1;1;0;1;2;2;3;3;3;2;2;1;0;1;2;3;4;5;6;6;7;7;8;8;7;7;7;6;5;5;4;3;2;1;0;1;1;2;3;3;3;3;2;2;1;0;1;2;3;4;5;6;6;7;0
0;1;0;1;2;2;2;2;2;1;0;1;1;2;3;3;3;3;3;2;1;0;1;2;3;4;5;6;6;7;7;7;7;7;7;7;6;5;4;3;2;2;1;0;1;2;3;3;3;3;3;3;2;1;0;1;2;3;4;5;6;7;7;0
0;1;0;1;1;2;2;2;1;1;0;1;2;3;3;4;4;4;3;2;2;1;1;2;3;4;4;5;6;6P;7;7;7;7;7;6;6;5;4;3;2;1;0;1;1;2;3P;3;4;4;4;3;2;2;1;1;2;3;4;5;6;7;7;0
0;1;0;0;1;1;1;1;1;0;1;1;2;3;4;4;4;4;4;3;2;1;0;1;2;3;4;5;6;6;7;7;7;7;7;6;6;5;4;3;2;1;0;1;2;2;3;4;4;4;4;4;3;2;1;0;1;3;4;5;6;7;7;0
0;1;0;0;1;1;1;1;1;0;1;2;2;3;4;4;4;4;4;3;2;1;0;1;2;3;4;4;5;6;6;7;7;7;7;6;6;5;4;3;2;1;0;1;2;3;3;4;4;4;4;4;3;3;1;0;1;2;3;5;6;6;7;0
0;1;0;0;1;1;1;1;1;0;1;2;2;3;4;4;4;4;4;3;3;2;1;0;1;2;3;4;5;6;6;7;7;7;7;6;6;5;4;3;2;1;0;1;2;2;3;4;4;5;5;4;4;3;2;1;0;2;3;4;5;6;7;0
0;1;1;0;1;1;1;1;1;0;1;1;2;3;4;4;4;4;4;4;3;2;1;0;1;2;3;4;5;5;6;6;7;7;7;6;6;5;4;4;3;2;1;0;1;2;3;4;4;5;5;5;4;3;2;1;0;1;2;3;4;5;6;0
0;1;1;0;1;1;1;1;1;0;0;1;2;2;3;4;4;4;4;3;3;2;1;0;1;2;3;4;5;5;6;6;7;7;7;6;6;5;5;4;3;2;1;0;1;2;3;4;4;5;5;5;4;4;3;2;1;0;2;3;4;5;5;0
0;1;0;0;1;1;1;1;1;1;0;0;1;2;3;3;3;4;3;3;3;2;1;0;1;2;3;4;4;5;6;6;7;7;7;7;6;6;5;4;3;2;1;0;1P;2;3;3;4;5;5;5;5;4;3;2;1;0;1;2;3;4;5;0
0;1;0;0;1;1;1;2;1;1;1;0;0;1;2;2;3;3;3;3;2;2;1;0;1;2;3;4;4;5;6;7;7;7;7;7;7;6;5;5;4;3;2;1;0;1;2;3;4;4;5;5;5;4;4;3;2;1;0;1;2;3;4;0
0;1;1;0;1;1;2;2;2;2;1;1;0;0;1;1;2;2;2;2;2;1;1;0;1;2;3;4;5;5;6;7;7;7;7;7;7;6;6;5;4;3;2;1;0;1;2;3;3;4;4;5;5;4;4;3;2;1;1;0;1;2;3;0
0;1;1;0;1;1;2;2;2;2;2;2;1;1;0;0;1;1;1;1;1;1;0;0;1;2;3;4;5;6;6;7;7;7;7;7;7;7;6;5;5;4;3;2;1;0;1;2;3;4;4;4;5;4;4;3;3;2;1;0;0;1;2;0
0;1;1;0;0;1;2;2;3;3;3;2;2;2;1;1;0;0;0;1;0;0;0;1;2;2;3;4;5;6;6;7;7;8;8;8;7;7;6;6;5;4;3;2;1;0;1;2;3;3;4;4;4;4;4;4;3;2;2;1;0;0;1;0
0;1;1;0;0;1;2;2;3;3;3;3;3;3;2;2;1;1;0;0;0;1;1;1;2;3;4;4;5;6;7;7;8;8;8;8;8;7;7;6;5;4;3;2;1;0;1;2;3;3;4;4;4;4;4;4;4;3;2;2;1;1;0;0
0;2;1;1;0;1;2;2;3;3;4;4;4;3;3;3;2;2;1;1;1;1;2;2;3;3;4;5;5;6;7;7;8;8;8;8;8;7;7;6;5;4;3;2;1;0;1;2;3;3;4;4;4;5;5;4;4;4;3;2;2;1;1;0
0;2;2;1;0;1;2;2;3;4;4;4;4;4;4;3;3;2;2;2;2;2;2;2;3;4;4;5;6;6;7;7;8;8;8;8;8;7;7;6;5;4;3;2;1;0;1;2;3;3;4;4;5;5;5;5;4;4;4;3;3;2;2;0
0;3;2;2;1;0;1;2;3;4;4;4;5;4;4;4;4;3;3;3;2;2;3;3;3;4;4;5;6;6;7;7;8;8;8;8;8;7;7;6;5;4;3;2;1;0;1;2;3;3;4;5;5;5;5;5;5;5;4;4;4;3;3;0
0;3;3;2;1;0;1;2;3;4;4;5;5;5;5;4;4;4;3;3;3;3;3;3;3;4;4;5;6;6;7;7;7;8;8;8;7;7;6;6;5;4;3;2;1;0;1;2;3;4;4;5;5;6;6;6;6;5;5;5;5;4;4;0
0;4;3;2;2;1;1;2;3;3;4;4;5;5;5;5;4;4;3;3;3;3;3;3;3;4;4;5;5;6;6;7;7;7;7;7;7;7;6;5;4;3;2;1;0;1;2;2;3P;4;5;5;6;6;6;6;6;6;6;6;5;5;5;0
0;4;4;3;2;1;0;1;2;3;4;4;5;5;5;4;4;4;3;3;3;3;3;3;3;4;4;4;5;5;6;6;7;7;7;7;6;6;6;5;4;3;2;1;0;1;2;3;4;4;5;6;6;6;7;7;7;7;6;6;6;6;6;0
0;5;4;3;2;1;0;1;2;3;3;4;4;4;4;4;4;4P;3;3;3;2;2;2P;3;3;3;4;4;5;5;6;6;6;6;6;6;5;5;4;3;2;2;0;1;1;2;3;4;5;5;6;6;7;7;7;7;7;7;7;7;6;6;0
0;5;4;4;3;2;1;0;1;2;3;3;4;4;4;4;3;3;3;2;2;2;2;2;2;2;3;3;4;4;4;5;5;5;5;5;5;5;4;4;3;2;1;0;1;2;3;4;4;5;5;6;6;7;7;7;7;7;7;7;7;7;7;0
0;5;5;4;3;2;1;0;1;1;2;3;3;3;3;3;3;2;2;2;1;1;1;1;1;2;2;2;3;3;4;4;4;4;5;4;4;4;4;3;2;1;1;0;1;2;3;4;4;5;6;6;7;7;7;7;8;8;8;8;8;7;7;0
0;5;5;4;3;3;2;1;0;1;1;2;2;2;2;2;2;2;1;1;1;0;0;0;0;1;1;1;2;2;3;3;3;4;4;4;4;3;3;2;2;1;0;1;1;2;3;4;4;5;6;6;6;7;7;7;7;8;8;8;8;8;8;0
0;5;5;4;4;3;2;1;1;0;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;2;2;2;3;3;3;3;3;2;2;1;1;0;1;2;2;3;4;4;5;5;6;6;7;7;7;7;7;8P;8;8;8;8;0
0;5;5;5;4;3;3;2;1;1;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;1;1;1;0;0;1;1;1;2;2;2;2;2;2;1;1;1;0;1;1;2;3;3;4;4;5;5;6;6;6;7;7;7;7;7;8;8;8;0
0;5;5;5;4;4;3;3;2;2;1;1;1;1;1;1;1;1;2;2;2;3;3;3;3;2;2;2;1;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;2;2;3;3;4;4;5;5;6;6;6;6;7;7;7;7;8;8;0
0;5;5;5;4;4;4;3;3;2;2;2;2;2;2;2;2;2;3;3;3;4;4;4;4;3;3;3;2;2;1;1;0;0;0;1;1;1;1;1;1;1;0;0;1;1;2;2;3;3;4;4;4;5;5;5;6;6;6;7;7;7;7;0
0;5;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;2;2;1;1;0;0;0;1;1;1;1;1;1;0;0;1;1;1;2;2;3;3;4;4;4;5;5;5;6;6;6;7;7;0
0;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;4;4;4;3;3;2;2;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;2;2;3;3;3;4;4;5;5;5;6;6;7;0
0;4;4;5;5;5;5;5;5;5;5;4;4;4;4;4;5;5;5;5;5;6;6;6;6;5;5;5;5;4;4;3;3;2;2;1;0;0;1;1;1;2;2;2;1;1;1;0;0;0;1;1;2;2;2;3;3;4;4;5;5;6;6;0
0;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;5;5;5;4;3;3;2;1;0;0;1;1;2;2;2;2;2;2;2;1;1;1;0;0;1P;1;1;2;2;3;3;4;4;5;5;0
0;3;4;4;5;5;5;6;6;6;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;5;5;4;3;2;1;1;0;1;2;2;3;3;3;3;3;3;2;2;2;1;1;0;0;1;1;2;2;3;3;4;4;5;0
0;3;3;4;5;5;5;6;6;6;6;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;5;4;4;3;2;1;0;1;2;3;3;4;4;4;4;4;3;3;3;2;2;1;1;0;0;1;1;2;3;3;4;4;0
0;2;3;4;4;5;5;5;6;6;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;7;7;6;6;6;5;5;4;3;2;1;0;1;2;3;4;4;4;5;5;4;4;4;4;3;3;2;2;1;0;0;1;1;2;2;3;3;0
0;2;2;3;4;4;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;5;5;6;6;6;6;7;7;6;6;5;5;4;3;2;1;0;1;2;3;4;5;5;5;5;5;5;5;4;4;3;3;2;2;1;0;0;1;1;2;2;3;0
0;1;2;3;3;4;5;5;5;5;5;5;4;4;4;3;3;3;3;3;4;4;5;5;6;6;6;7;7;6;6;5;5;4;3;2;1;1;2;3;4;4;5;5;6;6;5;5;5;5;4;4;3;3;2;1;1;0;0;1;1;2;2;0
