68 68
6
12
10
49 16
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0
0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0
0;0;0;0;0;0;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1P;1;1;1;1;1;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5M;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0
0;0;0;0;0;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1M;1;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0
0;0;0;0;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0
0;0;0;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0
0;0;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5P;5;5;0
0;0;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0
0;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0
0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1P;1;1;1;1;1;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0
0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;9;0
0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;9;9;0
0;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;9;9;9;0
0;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1M;1;1;1;1;1;1;1;1;1;1;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;9;9;9;9;0
0;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;9;9;9;9;9;0
0;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;9;9;9;9;9;9;0
0;6;6;6;6;6;6;6P;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;5;5;5;5;5;5;5;4;5;5;5;5;5;9;9;9;9;9;9;9;0
0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;4;5;5;5;5;9;9;9;9;9;9;9;9;0
0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5;5;5;5;4;4;4;5;5;9;9;9;9;9;9;9;9;9;0
0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1P;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;5;4;4;4;4;4;9;9;9;9;9;9;9;9;9;9;0
0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4;4;9;9;9;9;9;9;9;9;9;0
0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4;4;4;4;9;9;9;9;9;9;9;9;0
