32 32
5
10
8
5 7
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;7;7;7;7;7;7;7;7;7;5;5;5;0;0;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;7;7;7;7;7;7;7;7;5;5;5;5;5;0;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;7;7;7;7;7;7;7;7M;5;5;5;5;5;5;5;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;7;7;7;7;6;7;7;7;7;5;5;5;5;5;5;5;5;0
0;2;2;2;2;2;2;2;2;2;2;2;2;7;7;7;7;6;6;6;7;7;5;5;5;5;5;5;5;5;5;0
0;2;2;2;2;2;2;2;2;2;2;2;7;7;7;7;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;0
0;0;2;2;2;2;2;2;2;2;2;7;7;7;7;6;6;6;6;6M;5;5;5;5M;5P;5;5;5;5;5;5;0
0;0;2;2;2;2;2;2;2;2;7;7;7;7;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;0
0;0;0;2;2;2;2;2;2;2;7;7;7;6;6;6;6;6;6;6;6P;5;5M;5;5;5;5;5;5;5;5;0
0;0;0;0;2;2;2;2;2;7;7;7;6;6;6;6;6;6;6;6;6;6P;5;5M;5;5;5;5;5;5;5;0
0;0;0;0;0;2;2;2;7;7;7;6;6;6;6;6;6;6M;6;6;6;6;5;5;5;5;5;5;5;5;5;0
0;0;0;0;0;7;2;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;0
0;0;0;0;7;7;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;5;5;0
0;0;0;1;0;7;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;0;5;5;5;5M;5;0;0
0;0;1;1;1;0;7;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;0;0;4;5;5;0;0;0
0;1;1;1;1;1;7;7;7;7;7;7;7;7;6;6;6;6;6;6;6;6;6;0;0;4;4;4;0;0;0;0
0;1;1;1;1;1;1;7;7;7;7;7;7;7;0;6;6;6;6;6;6;6;0;0;4;4;4;4;4;0;0;0
0;1;1;1;1;1;1;1;7;7;7;7;7;0;0;0;6;6;6;6;6;0;0;4;4;4;4;4;4;4;0;0
0;1;1;1;1;1;1;1;1;7;7;7;0;0;3;0;0;6;6;6;0;0;4;4;4;4;4;4;4;4;4;0
0;1;1;1;1;1;1;1;1;0;7;0;0;3;3;3;0;0;6;0;0;0;4;4;4;4;4;4;4;4;4;0
0;1;1;1;1;1;1;1;1;1M;0;0;3;3;3;3;3;0;0;0;0;4;4;4;4;4;4;4;4;4;4;0
0;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;0;0;4;4;4;4;4;4;4;4;4;4;4;0
0;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;0
0;1P;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;0
0;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3M;3;3;4;4;4;4;4;4;4;4;4;4;0
0;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;0
0;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;0
0;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;0
0;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;0
0;0;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3P;3P;3;3;3;3;4;4;4;4;4;4;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
