70 70
6
12
11
56 9
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10;10;10;10;10;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6M;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10;10;10;10;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2P;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10;10;10;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10;10;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10;10;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;10;10;10;10;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2M;2;2;2;6;6;6M;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6P;6;6;6;6;6;6;6;10;10;10;10;10;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;7;10;10;10;10;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;0;7;7;7;10;10;10;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;0;7;7;7;7;7;10;10;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;6;6;6;6;6;6;6;6;6;6;6;0;7;7;7;7;7;7;7;10;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;6;6;6;6;6;6;6;6;6;6;0;7;7;7;7;7;7;7;7;7;10;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;6;6;6;6;6;6;6;6;0;7;7;7;7;7;7;7;7;7;7;7;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;6;6;5;5;5;5;5;5;5;6;6;6;6;6;6;0;7;7;7;7;7;7;7;7;7;7;7;7;10;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;6;6;6;6;0;0;7;7;7;7;7;7;7;7;7;7;7;7;7;10;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;6;6;6;0;7;7;7;7;7;7;7;7M;7;7;7;7;7;7;7;10;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;6;0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;10;10;10;0
0;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;10;10;0
